footfall,tempMode,AQ,USS,CS,VOC,RP,IP,Temperature,fail
0.0,1.0,1.0,0.0,0.8333333333333334,1.0,0.2361111111111111,0.3333333333333333,0.0,1
0.0260273972602739,0.1428571428571428,0.3333333333333334,0.3333333333333333,0.6666666666666666,0.1666666666666666,0.0138888888888888,0.5,0.0,0
0.0042465753424657,1.0,0.1666666666666666,0.1666666666666666,0.8333333333333334,0.1666666666666666,0.0694444444444444,0.8333333333333334,0.0,0
0.0113698630136986,0.5714285714285714,0.3333333333333334,0.5,0.6666666666666666,0.1666666666666666,0.1249999999999999,0.8333333333333334,0.0,0
0.0876712328767123,1.0,0.6666666666666667,0.8333333333333334,0.5,0.0,0.6805555555555556,0.8333333333333334,0.0,0
0.0150684931506849,0.4285714285714285,0.3333333333333334,0.5,0.8333333333333334,0.1666666666666666,0.0277777777777777,0.5,0.0,0
0.0136986301369863,1.0,0.6666666666666667,0.8333333333333334,0.5,0.1666666666666666,0.8055555555555556,0.5,0.0,0
0.0042465753424657,0.1428571428571428,0.6666666666666667,0.5,0.6666666666666666,0.6666666666666666,0.0277777777777777,0.5,0.0,0
0.0246575342465753,1.0,0.5000000000000001,0.8333333333333334,0.3333333333333333,0.5,0.1666666666666666,0.5,0.0,0
0.3835616438356165,0.0,0.3333333333333334,0.3333333333333333,1.0,0.0,0.2777777777777777,0.3333333333333333,0.0,0
0.2191780821917808,0.0,0.3333333333333334,0.1666666666666666,0.5,0.6666666666666666,0.0972222222222222,0.1666666666666666,0.0,0
0.0452054794520547,0.7142857142857142,0.5000000000000001,0.3333333333333333,0.8333333333333334,0.1666666666666666,0.1666666666666666,0.5,0.0,0
0.0260273972602739,0.2857142857142857,0.6666666666666667,0.5,0.8333333333333334,0.8333333333333333,0.0416666666666666,0.5,0.0,1
0.0136986301369863,1.0,0.5000000000000001,0.5,0.8333333333333334,0.0,0.3194444444444443,0.6666666666666666,0.0,0
0.136986301369863,1.0,0.6666666666666667,1.0,0.5,0.0,0.7638888888888888,0.0,0.0,0
0.0,1.0,0.8333333333333336,1.0,0.6666666666666666,0.0,0.5972222222222221,0.3333333333333333,0.0,0
0.0178082191780821,1.0,0.5000000000000001,0.5,0.6666666666666666,0.1666666666666666,0.5416666666666665,0.3333333333333333,0.0,0
0.0006849315068493,0.7142857142857142,0.3333333333333334,0.3333333333333333,0.8333333333333334,0.1666666666666666,0.0694444444444444,0.8333333333333334,0.0,0
0.0045205479452054,1.0,0.8333333333333336,0.1666666666666666,0.8333333333333334,0.8333333333333333,0.4444444444444443,0.5,0.0,1
0.0026027397260273,0.2857142857142857,0.1666666666666666,0.0,0.5,0.0,0.2361111111111111,0.3333333333333333,0.0434782608695652,0
0.0101369863013698,1.0,0.5000000000000001,0.5,1.0,0.3333333333333333,0.9583333333333331,0.1666666666666666,0.0434782608695652,0
0.0260273972602739,0.0,0.1666666666666666,0.5,0.8333333333333334,0.3333333333333333,0.0138888888888888,0.5,0.0434782608695652,0
0.0016438356164383,0.4285714285714285,0.5000000000000001,0.8333333333333334,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.0434782608695652,0
0.0,1.0,0.8333333333333336,0.0,0.8333333333333334,1.0,0.3472222222222221,0.5,0.0434782608695652,1
0.0026027397260273,0.0,0.5000000000000001,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.3611111111111111,0.3333333333333333,0.0434782608695652,0
0.0,0.2857142857142857,0.5000000000000001,0.3333333333333333,0.8333333333333334,0.1666666666666666,0.0277777777777777,0.5,0.0434782608695652,0
0.0534246575342465,0.7142857142857142,0.3333333333333334,0.5,1.0,0.1666666666666666,0.2916666666666667,0.6666666666666666,0.0434782608695652,0
0.0054794520547945,1.0,0.5000000000000001,0.3333333333333333,0.5,0.0,0.2916666666666667,0.8333333333333334,0.0434782608695652,0
0.0004109589041095,0.4285714285714285,0.6666666666666667,0.6666666666666666,0.5,0.1666666666666666,0.4027777777777777,0.3333333333333333,0.0434782608695652,0
